StartDate,EndDate,ResponseId,Appliances-Score,Interio-Score,Interio-Text,Interio-Text_Negative,Interio-Text_Neutral,Interio-Text_Positive,Interio_label,City,Age,Gender,Education,NCCS categorization,Occupation,Household Income,Marrital Status,Household Ages,Household Volume
06-10-2022 10:58,06-10-2022 11:08,R_1I6MyRiylBPEkO1,,10.0,"Well, the brand is indeed trustworthy and used for a long time back. It is indeed credible among people.",0.0029922449,0.1084383428,0.888569355,Promoter,New Delhi NCR,31-35,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Junior/ Supervisory,10-15 Lacs,"Married, with kid(s)",Above 20 years old,
06-10-2022 10:43,06-10-2022 11:09,R_2sSGmnSefyPdKWr,10.0,10.0,Godrej is a Global and most Trustworthy Brand Since long.,0.0031894825,0.1178098917,0.8790006042,Promoter,New Delhi NCR,41-45,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Business owner or Industrialist with 1-49 employees,20-25 Lacs,"Married, with kid(s)",Below 10 years old,
06-10-2022 11:05,06-10-2022 11:09,R_3efsXX6iGFaceSy,7.0,,,0.2395022064,0.5281888843,0.0,,Kolkata,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Importer or Trader,20-25 Lacs,"Married, with kid(s)",10-15 years old,
06-10-2022 10:59,06-10-2022 11:09,R_2dRSm3VEQTQnEaV,8.0,,,0.2395022064,0.5281888843,0.0,,Kolkata,22-25,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Junior/ Supervisory,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,
06-10-2022 10:43,06-10-2022 11:09,R_3dRH6o7k21XzIB5,,,,0.2395022064,0.5281888843,0.0,,Kolkata,41-45,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Junior/ Supervisory,10-15 Lacs,"Married, with kid(s)","Below 10 years old,10-15 years old",
06-10-2022 10:57,06-10-2022 11:09,R_1djcu2XEhAXv2fd,5.0,7.0,Godrej Interio products range is classy and stylish.,0.0014267669,0.0442687422,0.9543045759,Promoter,Lucknow,31-35,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Executive-Junior/ Supervisory,Below 5 Lacs,"Single (includes divorced/ widowed), no kids ",,
06-10-2022 10:57,06-10-2022 11:11,R_BxNUy5ZFgwhcTqF,8.0,9.0,This brand is long lasting possessing a reputed heritage,0.0028547817,0.1637209803,0.8334242702,Promoter,Kolkata,31-35,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Personal computer/ Laptop",Unemployed,,"Single (includes divorced/ widowed), no kids ",,
06-10-2022 11:06,06-10-2022 11:11,R_3FK8c4jtr4dgeDa,2.0,,,0.2395022064,0.5281888843,0.0,,New Delhi NCR,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,25-30 Lacs,"Married, with kid(s)",Below 10 years old,
06-10-2022 11:01,06-10-2022 11:12,R_2BnsFvYspchx7d4,7.0,9.0,Because godrej is a good company that provides a good product ,0.0031955305,0.0423681736,0.954436481,Promoter,Bangalore,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Other occupations,10-15 Lacs,"Married, with kid(s)",Below 10 years old,
06-10-2022 10:59,06-10-2022 11:12,R_9A0NGNtBfKFqR5T,9.0,9.0,Its a well known brand ,0.0399793684,0.6218054891,0.3382150531,passive,Bangalore,26-30,Male,SSC / HSC,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,10-15 Lacs,"Married, with kid(s)",10-15 years old,
06-10-2022 10:47,06-10-2022 11:12,R_22RI4tOTh2xnDAI,9.0,9.0,Godrej has been always good,0.0047221608,0.0662351847,0.929042697,Promoter,Bangalore,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Business owner or Industrialist with 50 or more employees,10-15 Lacs,"Married, with kid(s)",Below 10 years old,
06-10-2022 11:05,06-10-2022 11:12,R_1mk0bx4tMUh6RYw,10.0,,,0.2395022064,0.5281888843,0.0,,Bangalore,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Other occupations,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,
06-10-2022 11:04,06-10-2022 11:12,R_3FUsf2CUR7xJ1Qn,,,,0.2395022064,0.5281888843,0.0,,Mumbai,22-25,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Executive-Middle/ Senior management,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,
06-10-2022 11:07,06-10-2022 11:14,R_DtNVxV9dzH0lPLr,,10.0,Previously said that Godrej get rosted brand that is an oldest brand,0.0788511932,0.8743407726,0.0468080156,passive,Mumbai,22-25,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Business owner or Industrialist with 1-49 employees,15-20 Lacs,"Married, with kid(s)","Below 10 years old,10-15 years old",
06-10-2022 11:10,06-10-2022 11:14,R_1IgOWC9YXVpPqDf,,,,0.2395022064,0.5281888843,0.0,,New Delhi NCR,22-25,Male,Graduation/ Post Graduation: General,"Electricity connection,LPG Stove/ Gas Connection,Two-Wheeler,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Junior/ Supervisory,15-20 Lacs,"Married, with kid(s)","16-20 years old,Above 20 years old",
06-10-2022 10:52,06-10-2022 11:14,R_1mxsJhIbKFnKUz6,8.0,,,0.2395022064,0.5281888843,0.0,,Ahmedabad,41-45,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Business owner or Industrialist with 50 or more employees,15-20 Lacs,"Married, with kid(s)","Below 10 years old,10-15 years old",
06-10-2022 10:58,06-10-2022 11:14,R_1I4nLaCEBb9QxP5,6.0,10.0,It is best brand for furniture ,0.0065719341,0.1372728795,0.8561553359,Promoter,New Delhi NCR,22-25,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,15-20 Lacs,"Married, with kid(s)",Below 10 years old,
06-10-2022 10:52,06-10-2022 11:15,R_8qMPD13gieizBtv,8.0,10.0,Godrej furniture is the best ,0.0048609804,0.0420957692,0.9530432224,Promoter,New Delhi NCR,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Air Conditioner",Executive-Junior/ Supervisory,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,
06-10-2022 10:50,06-10-2022 11:15,R_2R7YO04rAbHxKCN,,10.0,Best products makes. And stong products that's can survive more years,0.0049690325,0.091033563,0.9039973617,Promoter,New Delhi NCR,22-25,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Executive-Middle/ Senior management,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,
06-10-2022 11:09,06-10-2022 11:15,R_3CUvnSyVpCYwj9u,6.0,,,0.2395022064,0.5281888843,0.0,,Bangalore,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,
06-10-2022 11:09,06-10-2022 11:15,R_2gGwzjY5VToPZfz,10.0,,,0.2395022064,0.5281888843,0.0,,Kolkata,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,10-15 Lacs,"Married, with kid(s)",Below 10 years old,
06-10-2022 11:03,06-10-2022 11:16,R_1JEAtB4inV9eIlB,,10.0,It is very good brand and I love it is very good brand and I ,0.00170593,0.0127092879,0.9855847359,Promoter,Bangalore,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",15-20 Lacs,"Married, with kid(s)","Below 10 years old,10-15 years old",
06-10-2022 11:02,06-10-2022 11:16,R_2OVVGbKuuqR4jTW,,9.0,It is trustworthy,0.0215522312,0.4880010188,0.4904467463,passive,Pune,41-45,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Homemaker (non-gender sensitive),,"Married, with kid(s)","10-15 years old,16-20 years old",
06-10-2022 10:36,06-10-2022 11:17,R_2tFn68hQwK1Hvpg,10.0,,,0.2395022064,0.5281888843,0.0,,Mumbai,36-40,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,
06-10-2022 11:11,06-10-2022 11:17,R_2UgC4ZodvyRnQW5,,,,0.2395022064,0.5281888843,0.0,,Chennai,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Junior/ Supervisory,10-15 Lacs,"Married, with kid(s)",Above 20 years old,
06-10-2022 11:00,06-10-2022 11:17,R_3PFuGiFynFbbb3M,,10.0,I have used this brand ,0.0465202741,0.732485652,0.2209940553,passive,Lucknow,31-35,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,Above 35 Lacs,"Married, with kid(s)",Below 10 years old,
06-10-2022 10:59,06-10-2022 11:18,R_BRNNmdwLMJX5P9v,,,,0.2395022064,0.5281888843,0.0,,Kochi,31-35,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop",Other occupations,Below 5 Lacs,"Married, with kid(s)",Above 20 years old,
06-10-2022 11:04,06-10-2022 11:18,R_10V5DhfHUcJNXfD,,10.0,Trusted furniture ,0.2619045079,0.6651377678,0.0729577243,passive,Bangalore,36-40,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Car/ Jeep/ Van",Executive-Junior/ Supervisory,10-15 Lacs,"Married, with kid(s)",Below 10 years old,
06-10-2022 11:10,06-10-2022 11:18,R_3sBXhYhV6fvBUQW,,9.0,Godrej is a trusted brand which I have been using for the past few years ,0.0027269693,0.1746425927,0.8226302862,Promoter,Ahmedabad,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,15-20 Lacs,"Married, with kid(s)","Below 10 years old,10-15 years old",
06-10-2022 11:12,06-10-2022 11:19,R_2TFv7TFhJUxwjIF,5.0,,,0.2395022064,0.5281888843,0.0,,Mumbai,31-35,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,10-15 Lacs,"Married, with kid(s)",10-15 years old,
06-10-2022 10:57,06-10-2022 11:20,R_BxC8L0V2IiRI8zT,9.0,,,0.2395022064,0.5281888843,0.0,,Mumbai,31-35,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,20-25 Lacs,"Single (includes divorced/ widowed), no kids ",,
06-10-2022 11:09,06-10-2022 11:21,R_r1GF1ICqIZjiZPP,7.0,7.0,Depends on the other things ,0.1597961336,0.7108488083,0.1293550134,passive,New Delhi NCR,26-30,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Not working,,"Married, with kid(s)",Below 10 years old,
06-10-2022 11:03,06-10-2022 11:22,R_3hgcUhMHhCFb9WG,,10.0,Best products and quality of products is very good and durable ,0.0033150807,0.0491715632,0.9475133419,Promoter,Pune,41-45,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",5-10 Lacs,"Married, with kid(s)","10-15 years old,Above 20 years old",
06-10-2022 11:05,06-10-2022 11:22,R_3FLL1zMQkrPkCTS,,10.0,Because it's  one of the top brand of furniture. Here mainly connected to whole area.,0.0051455563,0.2292758822,0.765578568,Promoter,Bangalore,22-25,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Middle/ Senior management,5-10 Lacs,"Married, with kid(s)",Below 10 years old,
06-10-2022 11:12,06-10-2022 11:22,R_WATtJqMVl39LrUd,9.0,,,0.2395022064,0.5281888843,0.0,,New Delhi NCR,36-40,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,5-10 Lacs,"Single (includes divorced/ widowed), with kid(s)",10-15 years old,
06-10-2022 10:57,06-10-2022 11:23,R_2ByUrNF8wwgkVnv,7.0,8.0,Godrej is a well known trusted brand for long years.Quality is trusted.,0.0055013006,0.2333697677,0.7611288428,Promoter,Kochi,41-45,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner",Other occupations,10-15 Lacs,"Married, with kid(s)",16-20 years old,
06-10-2022 11:09,06-10-2022 11:23,R_3G6NKNURAUAYGmx,,,,0.2395022064,0.5281888843,0.0,,New Delhi NCR,31-35,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,15-20 Lacs,"Married, with kid(s)","Below 10 years old,10-15 years old,Above 20 years old",
06-10-2022 10:39,06-10-2022 11:24,R_PNZ9EfX4WVqA969,8.0,,,0.2395022064,0.5281888843,0.0,,Pune,31-35,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Junior/ Supervisory,5-10 Lacs,"Married, with kid(s)",10-15 years old,
06-10-2022 10:58,06-10-2022 11:24,R_8jmvwoZTTnFKi77,6.0,,,0.2395022064,0.5281888843,0.0,,New Delhi NCR,41-45,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,10-15 Lacs,"Married, with kid(s)",16-20 years old,
06-10-2022 11:09,06-10-2022 11:25,R_2SkQDeaIuN3gqHY,,,,0.2395022064,0.5281888843,0.0,,Pune,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner",Service (Rural or Urban),5-10 Lacs,"Married, with kid(s)",Above 20 years old,
06-10-2022 09:22,06-10-2022 11:25,R_0AHsaWjg5cqKZrj,,6.0,Godrej products are good but costlier than other available options,0.0502412952,0.2305711657,0.7191874981,Promoter,Mumbai,26-30,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner",Executive-Middle/ Senior management,10-15 Lacs,"Single (includes divorced/ widowed), no kids ",,
06-10-2022 11:11,06-10-2022 11:26,R_232eSTtoKgFik9F,,9.0,Quality ,0.2012335062,0.6139219999,0.1848444641,passive,Bangalore,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner",Business owner or Industrialist with 1-49 employees,Below 5 Lacs,"Married, with kid(s)",Below 10 years old,
06-10-2022 11:16,06-10-2022 11:27,R_2D1diT2IXm5gtUh,,9.0,Good and stylish finishing this furniture.,0.0029215862,0.049304679,0.9477738142,Promoter,New Delhi NCR,36-40,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,
06-10-2022 11:22,06-10-2022 11:28,R_3MccLvjUNO3rqr6,,,,0.2395022064,0.5281888843,0.0,,New Delhi NCR,22-25,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,
06-10-2022 11:19,06-10-2022 11:29,R_1DMQMYrjhQRMt51,,,,0.2395022064,0.5281888843,0.0,,Bangalore,22-25,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator",Not working,,"Single (includes divorced/ widowed), no kids ",,
06-10-2022 11:20,06-10-2022 11:29,R_AAmsWNNdEis1mhj,10.0,8.0,Best products quality ,0.0121537363,0.1871658415,0.8006803989,Promoter,Lucknow,22-25,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Personal computer/ Laptop",Other occupations,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,
06-10-2022 11:24,06-10-2022 11:29,R_1DYhimGylO9aE19,,,,0.2395022064,0.5281888843,0.0,,Bangalore,41-45,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Service (Rural or Urban),5-10 Lacs,"Married, with kid(s)",10-15 years old,
06-10-2022 11:16,06-10-2022 11:30,R_2CqDPPeGAawYoGd,10.0,9.0,It such a wonderful product ,0.0033903536,0.0252972599,0.9713124037,Promoter,Kolkata,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,
06-10-2022 11:17,06-10-2022 11:30,R_2wFgp8id1RGz5Zo,10.0,,,0.2395022064,0.5281888843,0.0,,Mumbai,46-50,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",15-20 Lacs,"Married, with kid(s)",16-20 years old,
06-10-2022 10:08,06-10-2022 11:31,R_3Oogo4OcF9Nhox0,10.0,9.0,Because it is a trusted brand in this category of goods for a long time,0.0049815541,0.292206198,0.7028123736,Promoter,Ahmedabad,18-21,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Shop or Store Owner,10-15 Lacs,"Single (includes divorced/ widowed), no kids ",,
06-10-2022 11:14,06-10-2022 11:32,R_QalzHdLAE6MfwKl,,2.0,Company wise ,0.103725709,0.6739429832,0.2223313004,passive,Bangalore,41-45,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Unemployed,,"Married, with kid(s)",Above 20 years old,
06-10-2022 11:10,06-10-2022 11:34,R_3lMIHEfqbXlqFo4,,,,0.2395022064,0.5281888843,0.0,,New Delhi NCR,26-30,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Business owner or Industrialist with 1-49 employees,5-10 Lacs,"Married, with kid(s)",Below 10 years old,
06-10-2022 11:25,06-10-2022 11:34,R_1gSkBTDBbQ3lfII,8.0,,,0.2395022064,0.5281888843,0.0,,Mumbai,31-35,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Business owner or Industrialist with 50 or more employees,15-20 Lacs,"Married, with kid(s)",Below 10 years old,
06-10-2022 11:14,06-10-2022 11:34,R_ukLJlf9LcU48qDD,,9.0,Godrej is very superb brand and it has lots of satisfied customers,0.0017688078,0.0204478055,0.9777833819,Promoter,Mumbai,36-40,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,5-10 Lacs,"Married, with kid(s)",Below 10 years old,
06-10-2022 11:14,06-10-2022 11:34,R_1pDlvQ4WCXbMBOe,8.0,10.0,Godrej equipments are well polished and light weight. ,0.0071148104,0.1769480705,0.8159371018,Promoter,Bangalore,22-25,Male,Some College (Incl Diploma) but not Grad ,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner",Student,,"Single (includes divorced/ widowed), no kids ",,
06-10-2022 11:24,06-10-2022 11:36,R_1kRloU01k2gNl6H,10.0,,,0.2395022064,0.5281888843,0.0,,Pune,22-25,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",5-10 Lacs,"Married, no kids ",,
06-10-2022 11:19,06-10-2022 11:37,R_2rJdT5gsrct2vNE,5.0,,,0.2395022064,0.5281888843,0.0,,New Delhi NCR,22-25,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Junior/ Supervisory,25-30 Lacs,"Single (includes divorced/ widowed), no kids ",,
06-10-2022 11:08,06-10-2022 11:38,R_2EiQwRyfrpORqAk,10.0,10.0,Godrej product is long lasting and Easy to use.,0.002776264,0.0678795874,0.9293442369,Promoter,New Delhi NCR,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner",Executive-Middle/ Senior management,20-25 Lacs,"Married, no kids ",,
06-10-2022 11:16,06-10-2022 11:39,R_3ELTYRQxiWf8JDt,,9.0,Good quality and good product,0.006952276,0.0903254226,0.9027221799,Promoter,New Delhi NCR,22-25,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,15-20 Lacs,"Married, no kids ",,
