,StartDate,EndDate,ResponseId,Appliances-Score,Appliances-Text,Locks-Score,Locks-Text,Interio-Score,Interio-Text,Security-Score,Security-Text,City,Age,Gender,Education,NCCS categorization,Occupation,Household Income,Marrital Status,Household Ages,Household Volume
1520,13-10-22 23:28,13-10-22 23:47,R_3GfcOYajB8xsKpe,,,10,Trustworthy and known for long time and brand value ,8,Some products are not up to the mark in godrej.it is known for few selected things..i think so,,,Hyderabad,31-35,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,15-20 Lacs,"Single (includes divorced/ widowed), no kids ",,
1521,13-10-22 23:35,13-10-22 23:48,R_2frGeSTTLnrwxa6,7,Need more pramotion then computaters. And new technology and options and increase showrooms and services ,,,7,Need more advertising and more options and increase showrooms and services ,,,Hyderabad,36-40,Male,Graduation/ Post Graduation: Professional,"Electricity connection,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",10-15 Lacs,"Married, with kid(s)",10-15 years old,
1522,13-10-22 23:38,13-10-22 23:48,R_sC4eGhj5km2Vqcp,,,,,,,6,Good,Hyderabad,31-35,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Executive-Middle/ Senior management,15-20 Lacs,"Married, with kid(s)",Below 10 years old,
1523,13-10-22 23:33,13-10-22 23:49,R_2xXyJvUVlsjtphS,7,Am not that much familiar bwith this brand butvhave heard a lot about this brand,,,,,,,Pune,22-25,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Service (Rural or Urban),5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,
1524,13-10-22 23:38,13-10-22 23:49,R_3Jm9vtzAlIeyMrQ,,,,,8,Because of their furniture are very strong and long lasting.,9,Because they give great security.,Bangalore,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,10-15 Lacs,"Married, with kid(s)","Below 10 years old,10-15 years old",
1525,13-10-22 23:37,13-10-22 23:49,R_WkXNbMe8Dv9IODT,6,Just heard about it so,,,6,Just heard about it and not used much so..,,,Bangalore,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,20-25 Lacs,"Married, no kids ",,
1526,13-10-22 23:34,13-10-22 23:49,R_3HkpHhfWlSm4k5P,,,,,9,Godrej is number one brand in India which is very old brand and can trust easily ,10,Because they are the top priority in home security ,Bangalore,31-35,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,10-15 Lacs,"Married, with kid(s)",Below 10 years old,
1527,13-10-22 23:44,13-10-22 23:51,R_31FQ0JJu4Z2mSyp,,,,,,,,,Hyderabad,41-45,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Homemaker (non-gender sensitive),,"Married, with kid(s)","10-15 years old,16-20 years old",
1528,13-10-22 23:40,13-10-22 23:51,R_1ml1jKwnyq2U6kU,10,Very quality,,,9,Good,,,Pune,36-40,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,25-30 Lacs,"Married, with kid(s)",Above 20 years old,
1529,13-10-22 23:39,13-10-22 23:52,R_8zVXS44SaRKmUmZ,,,8,It is a brand that we use for generations and never it once faulted,,,7,I have not used it much but have seen in hotel stays.,Bangalore,41-45,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,Above 35 Lacs,"Married, with kid(s)",10-15 years old,
1530,13-10-22 23:38,13-10-22 23:53,R_3FOPHkq7Kf685BD,10,Coustomer service ,10,Strong ,,,,,Bangalore,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Middle/ Senior management,15-20 Lacs,"Married, with kid(s)",16-20 years old,
1531,13-10-22 23:44,13-10-22 23:53,R_1JDFuFp60NJpljM,10,It's very good ,,,9,It's very good and sweet ,,,Hyderabad,31-35,Female,Graduation/ Post Graduation: General,"Electricity connection,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Junior/ Supervisory,10-15 Lacs,"Married, with kid(s)","Below 10 years old,10-15 years old",
1532,13-10-22 23:37,13-10-22 23:54,R_1ezsgGdN63Ywe5v,,,10,its everlasting brand,,,10,its everlasting brand and comfortable using and its easy,Hyderabad,41-45,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner",Executive-Junior/ Supervisory,5-10 Lacs,"Married, with kid(s)",Below 10 years old,
1533,13-10-22 23:43,13-10-22 23:54,R_2PvUmfB9ArWmvKb,4,Good product,,,,,7,Godrej,Kochi,22-25,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Junior/ Supervisory,Below 5 Lacs,"Single (includes divorced/ widowed), no kids ",,
1534,13-10-22 23:37,13-10-22 23:54,R_bI4aeNMTXtFszYt,7,It has ni e quality,,,8,Quality and quantity are good of this product,,,Hyderabad,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",10-15 Lacs,"Married, with kid(s)",Below 10 years old,
1535,13-10-22 23:43,13-10-22 23:54,R_x3gfDkMGRWlztEB,6,The brand is good but it has to upgrade according to the present needs,,,,,7,I have used only one time and i didn't get the expected result ,Hyderabad,31-35,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,25-30 Lacs,"Married, with kid(s)",10-15 years old,
1536,13-10-22 23:32,13-10-22 23:55,R_1He1s4JEmaNYBdK,10,"ITS GOOD BUT COMPARED TO SAMSUNG,I LIKE A BIT MORE SAMSUNG",,,,,10,its a very good brands,Bangalore,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Middle/ Senior management,5-10 Lacs,"Married, with kid(s)",Below 10 years old,
1537,13-10-22 23:48,13-10-22 23:55,R_2VEzwnJ2v0hSqFk,,,9,For good quality product and style ,,,,,Hyderabad,31-35,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Business owner or Industrialist with 50 or more employees,10-15 Lacs,"Married, with kid(s)","Below 10 years old,10-15 years old",
1538,13-10-22 23:44,13-10-22 23:56,R_1lnH4k4pMXPuSbY,,,10,,,,9,9.5/10,Hyderabad,22-25,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Business owner or Industrialist with 1-49 employees,5-10 Lacs,"Married, with kid(s)",Below 10 years old,
1539,13-10-22 23:37,13-10-22 23:56,R_2w4srID24duE6Q3,10,Service are good and the product are very useful,10,The product s are excellent and is very unique brand,,,,,Ahmedabad,22-25,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,
1540,13-10-22 23:48,13-10-22 23:57,R_3hFPUoFUkA9rEWh,7,Good quality,10,Good quality,,,,,Bangalore,22-25,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Business owner or Industrialist with 1-49 employees,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,
1541,13-10-22 23:50,13-10-22 23:57,R_1C2NtCVQeJVjWE9,,,,,,,9,,Bangalore,26-30,Male,SSC / HSC,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Junior/ Supervisory,5-10 Lacs,"Married, with kid(s)",Below 10 years old,
1542,13-10-22 23:48,13-10-22 23:58,R_3OrFbC0ZqUI0l8i,9,Good quality products ,10,Good quality products ,,,,,Pune,26-30,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Business owner or Industrialist with 50 or more employees,30-35 Lacs,"Married, with kid(s)",Below 10 years old,
1543,13-10-22 23:47,13-10-22 23:58,R_3hlrrQxDWMCDnt8,,,10,It is perfectly working well in all for the last 15 years without any minor problems,,,10,Excellent security for lockers for the last 10 years,Bangalore,31-35,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Middle/ Senior management,15-20 Lacs,"Married, with kid(s)",10-15 years old,
1544,13-10-22 23:43,13-10-22 23:58,R_Uud1xjBaPNoTawN,,,,,,,,,Bangalore,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Other occupations,5-10 Lacs,"Married, with kid(s)",Below 10 years old,
1545,13-10-22 23:49,13-10-22 23:58,R_XvxouNacWxN4La9,,,,,9,it is good,,,Bangalore,31-35,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Middle/ Senior management,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,
1546,13-10-22 23:43,13-10-22 23:59,R_Y9pIfVRWtpmV237,10,One of the best products I have used,,,10,"Godrej is the best products brand company
I believe that company
",,,Hyderabad,36-40,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,15-20 Lacs,"Married, with kid(s)",10-15 years old,
1547,13-10-22 23:39,13-10-22 23:59,R_2sSwl2LZII6IBOA,10,It's a good brand I trust,,,10,It's a good brand. We can trust this brand,,,Kochi,22-25,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",Below 5 Lacs,"Single (includes divorced/ widowed), no kids ",,
1548,13-10-22 23:49,13-10-22 23:59,R_UrLSCBRThhFUkA9,,,10,The biggest technology resort Blog recital of ved Yadav the biggest technology resort ,,,3,The biggest technology is Google Microsoft Oracle ,Bangalore,36-40,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",20-25 Lacs,"Married, with kid(s)",10-15 years old,
1549,13-10-22 23:50,13-10-22 23:59,R_22End4wrGLV22BK,,,,,,,,,Hyderabad,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Executive-Junior/ Supervisory,5-10 Lacs,"Married, with kid(s)",Below 10 years old,
1550,13-10-22 23:52,13-10-22 23:59,R_Z9pDRCTzoLmY35v,,,,,,,,,Kochi,26-30,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator",Shop or Store Owner,5-10 Lacs,"Married, with kid(s)",Below 10 years old,
1551,13-10-22 23:44,13-10-22 23:59,R_30qOgg11lFk7uPw,,,,,10,Beacuse it's a very wonderful company which full fill my wishes and most people like it very much I like it very much.,10,Beacuse it's very wonderful and very useful to me and the people who purchased from godrej and also it's very wonderful product I like it very much. ,Bangalore,46-50,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,15-20 Lacs,"Married, with kid(s)",16-20 years old,
1552,13-10-22 23:41,14-10-22 0:00,R_2CjG0SApvrmiZOB,9,I like that brand little bit exceptional ,10,I like that brand products ,,,,,Bangalore,22-25,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Personal computer/ Laptop",Executive-Middle/ Senior management,Below 5 Lacs,"Single (includes divorced/ widowed), no kids ",,
1553,13-10-22 23:42,14-10-22 0:01,R_UGA0siBeTwVLfuF,,,,,,,6,Nothing much more to explain ,Kochi,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Personal computer/ Laptop,Car/ Jeep/ Van",Shop or Store Owner,10-15 Lacs,"Married, with kid(s)",10-15 years old,
1554,13-10-22 23:35,14-10-22 0:01,R_1nYK7V7KKDgOcqD,,,,,10,Godrej is very Big brand and i always show the add on tv and others platform and my experiences is very good for godrej,10,Because godrej is very known brand and i see almost every time add on tv and others platform ,Ahmedabad,36-40,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop,Air Conditioner",Executive-Middle/ Senior management,Below 5 Lacs,"Married, with kid(s)",10-15 years old,
1555,13-10-22 23:55,14-10-22 0:01,R_2PjpAuFXIucdv0U,,,9,Good locking system,,,,,Bangalore,36-40,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,10-15 Lacs,"Married, with kid(s)","Below 10 years old,10-15 years old",
1556,13-10-22 23:44,14-10-22 0:01,R_6XwkGpL0BkR7p17,8,Godrej is a brand we know... It Goods are trusted as well as worthful to buy... ,,,9,Godrej is affordable for purchasing the furniture as well all variety of furniture is available... ,,,Hyderabad,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,30-35 Lacs,"Married, with kid(s)",10-15 years old,
1557,13-10-22 23:52,14-10-22 0:01,R_UcGlwc2QtmyEZ8Z,10,Durable brand ,,,9,Good brand ,,,Pune,22-25,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Junior/ Supervisory,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,
1558,13-10-22 23:40,14-10-22 0:01,R_2aPJKTAQUiBci9q,,,,,,,9,How,Hyderabad,31-35,Male,Some College (Incl Diploma) but not Grad ,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Business owner or Industrialist with 1-49 employees,25-30 Lacs,"Married, with kid(s)",10-15 years old,
1559,13-10-22 23:55,14-10-22 0:03,R_3hlQLgufn4e9Dg0,8,Trusted secure brand ,,,,,8,Trusted secure brand user experience ,Hyderabad,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,10-15 Lacs,"Married, with kid(s)",Below 10 years old,
1560,13-10-22 23:50,14-10-22 0:03,R_22IWxRB00T2zCg3,6,It working good and contain the same brand,,,9,Good and easy to use good brand,,,Hyderabad,36-40,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,30-35 Lacs,"Married, with kid(s)",10-15 years old,
1561,13-10-22 23:55,14-10-22 0:04,R_308Kd2VqxhlwNf6,10,Better ,,,,,10,Better ,Pune,36-40,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",25-30 Lacs,"Married, with kid(s)","Below 10 years old,10-15 years old,16-20 years old",
1562,13-10-22 23:56,14-10-22 0:04,R_0qrQfRZftCRgI8h,10,Its a reputed brand ,,,9,Its a reputed brand ,,,Bangalore,26-30,Male,SSC / HSC,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Junior/ Supervisory,5-10 Lacs,"Married, with kid(s)",Below 10 years old,
1563,13-10-22 23:47,14-10-22 0:05,R_1H6NiNIzGPBE0vC,7,It is very good customer support,,,,,6,It is very good security lockers and it is very cost efficiency.,Bangalore,22-25,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Junior/ Supervisory,10-15 Lacs,"Single (includes divorced/ widowed), no kids ",,
1564,13-10-22 23:40,14-10-22 0:05,R_1K9AgYTLZBVm4uK,,,,,10,Durable and realibility,10,Trustable and comfortable,Hyderabad,36-40,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Homemaker (non-gender sensitive),,"Married, with kid(s)",10-15 years old,
1565,13-10-22 23:51,14-10-22 0:05,R_1E5SSwdPHzsLruS,9,I am satisfied ,,,7,I am satisfied ,,,Pune,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,10-15 Lacs,"Married, with kid(s)",10-15 years old,
1566,13-10-22 23:54,14-10-22 0:05,R_2EErWiPbZQcLbom,8,Good products but still more should come with innvoation,,,9,Still lot of products should come with innovation,,,Bangalore,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Middle/ Senior management,5-10 Lacs,"Married, with kid(s)",Below 10 years old,
1567,13-10-22 23:55,14-10-22 0:06,R_2al9ajTyjOVVOyl,,,9,We have been using godrej since childhood. I am so satisfied with the products.,,,8,Good reputation and affordability.,Kochi,22-25,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,
1568,13-10-22 23:53,14-10-22 0:06,R_1NaxuWKHftZxN7M,,,9,I like the features and brand.,,,8,Brand.,Pune,36-40,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Business owner or Industrialist with 1-49 employees,15-20 Lacs,"Married, with kid(s)",10-15 years old,
1569,13-10-22 23:41,14-10-22 0:06,R_6DmLJgXSwizcXoR,,,8,I am not happy with the service given by this company.  They took more days to service the product rather than they promised. ,,,8,I am not happy with the after-sales service.,Bangalore,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Junior/ Supervisory,Below 5 Lacs,"Single (includes divorced/ widowed), no kids ",,
1570,13-10-22 23:53,14-10-22 0:06,R_DcxOeMxlWJzdIaZ,,,10,Currently I am using godrej locks... Till now I didn't face any problem.... Hense i am happy with the service of brand godrej,,,10,Godrej locks are well known for their reputation.... The reviews of other customer are positive,Kochi,22-25,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,
1571,13-10-22 23:54,14-10-22 0:06,R_1qba0dLBuJJuX0R,,,9,Locks of godrej are strong so far and have long life,8,Good quality and innovations to save space and great designs,,,Kochi,46-50,Female,SSC / HSC,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Homemaker (non-gender sensitive),,"Married, with kid(s)",Above 20 years old,
1572,13-10-22 23:56,14-10-22 0:06,R_ufAmdeKiDen85Gh,10,Godrej is a brand offers quality products. Their products are long lasting. ,,,,,10,Godrej locks are perfect. Godrej safe are very safe .,Bangalore,26-30,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",10-15 Lacs,"Married, with kid(s)",Below 10 years old,
1573,13-10-22 23:44,14-10-22 0:06,R_0AMwaIJlzCrXYtP,7,Because godrej brand applications are somewhat good to use.,,,6,Godrej brand applications are somewhat good to use.,,,Ahmedabad,22-25,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",25-30 Lacs,"Single (includes divorced/ widowed), no kids ",,
1574,14-10-22 0:01,14-10-22 0:07,R_1HbNLWL75q2t8vM,,,10,very good brand,9,very good products,,,Bangalore,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,5-10 Lacs,"Married, with kid(s)",Below 10 years old,
1575,13-10-22 23:44,14-10-22 0:07,R_26hkRyiTcLJBwzm,9,Godrej brand value gives me satisfaction the product will be good in quality because we been seeing this product in our household and it's servicing is really good. ,10,Godrej is a brand which i trust for safety of my house i have never had any complain on Godrej product.  ,,,,,Bangalore,31-35,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Executive-Middle/ Senior management,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,
1576,13-10-22 23:57,14-10-22 0:07,R_2c7A72UAX3A67cu,9,Because it makes unique and good products,,,10,Because it makes high quality products and a reasonable price ,,,Pune,18-21,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Junior/ Supervisory,Above 35 Lacs,"Single (includes divorced/ widowed), no kids ",,
1577,14-10-22 0:01,14-10-22 0:07,R_33CNMbKiSGLmONq,,,,,,,10,Good securities solution provides ,Hyderabad,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Junior/ Supervisory,5-10 Lacs,"Married, with kid(s)",Below 10 years old,
1578,13-10-22 23:56,14-10-22 0:07,R_bDFUYhcVHfpAFkR,5,It's reliable but not latest,,,10,It's good brand ,,,Hyderabad,41-45,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Middle/ Senior management,5-10 Lacs,"Married, with kid(s)","Below 10 years old,10-15 years old",
